filename,borrador,marcador azul,marcador negro,marcador rojo
IMG_20251123_172935_jpg.rf.6022741c2e810ebd1fb4bc37ecc11d3a.jpg,0,1,0,0
IMG_20251122_211221_jpg.rf.9773b84e88ea8617fbe0eba64cc95c0a.jpg,0,0,0,1
IMG-20251123-WA0145_jpg.rf.5fd95ee66febfc0edd9bd718c64eaede.jpg,0,0,0,1
IMG20251124155854_jpg.rf.35f0faa053eb82d2b6a509a493ecc600.jpg,1,0,0,0
foto_0026_jpg.rf.433810b3cb4dd553a093c085bed57e5a.jpg,1,0,0,0
IMG_20251123_160119_jpg.rf.e5642c12b1d92abab979f528d1e52e98.jpg,0,1,1,0
IMG_20251122_210622_jpg.rf.ae9d7ad42b9d16089025363374944577.jpg,1,1,0,0
IMG_20251121_124300_jpg.rf.d571bb03a006156f4882e9de806197a9.jpg,0,0,0,1
IMG-20251125-WA0025_jpg.rf.74ba1893541905c3d79666b8c5900378.jpg,1,0,0,0
foto_0015_jpg.rf.cb588210147800b886515dcefeb1db94.jpg,1,0,0,0
IMG_20251123_160129_jpg.rf.cd4173dc5ec9258712e3847a17a6460b.jpg,0,1,0,0
IMG_20251123_121436_jpg.rf.42bf2265e1ba92f3cf0fa73fa6b4a249.jpg,0,1,1,0
IMG_20251121_124311_jpg.rf.fafa1d3b5058958fd3ac73e5bb67bd1e.jpg,0,0,1,0
IMG20251124153235_jpg.rf.c192d5e0a1eff0aaaeadacf2ea8bc04e.jpg,1,0,0,0
IMG_20251122_210631_jpg.rf.ff1bcd8552ae7a0271e57999b3c706f9.jpg,1,0,0,0
IMG20251123175051_jpg.rf.25c42397d5a30e0b02b5e318892e64c2.jpg,0,0,0,1
foto_0053_jpg.rf.9250de578eccf43983053730e28d8234.jpg,0,0,1,0
IMG_20251125_002351_jpg.rf.2c27536cafb6065b9d6daa742fa561af.jpg,1,0,0,0
IMG_20251123_160351_jpg.rf.19e402674896d48d75fcd094fc02e61c.jpg,0,1,1,0
foto_0004_jpg.rf.57886959ffb6e1a0ab9dbcd65d4bdd64.jpg,0,0,1,0
20251122_202420_jpg.rf.aad92b039a43d78586f6ed8ce1c77bb8.jpg,0,1,1,1
IMG-20251123-WA0007_jpg.rf.405aa18369eb586344a4877923f22b82.jpg,0,1,0,1
20251122_200409_jpg.rf.44aec52d296f91859d02ff1926e830a2.jpg,0,1,0,0
foto_0069_jpg.rf.9b1b9e331ce85c3973d92716a295f38b.jpg,0,0,0,1
foto_0091_jpg.rf.b69ac6b928f8040339d1f8c972557dd2.jpg,0,0,1,0
foto_0098_jpg.rf.6902ed7e05683a2481630f842ee577d0.jpg,0,0,0,1
IMG_20251121_123015_jpg.rf.fb9edf410d748fdbe6019518d6da86b4.jpg,0,1,0,0
IMG20251124153214_jpg.rf.0ebc3514d0f5a856b18ea9aca670d06c.jpg,1,0,0,0
IMG_20251123_173038_jpg.rf.919ea939ca504bbd1e6911bc0a57afcc.jpg,0,1,0,0
IMG20251124153122_jpg.rf.1ceddbe19c0797c3e4966c07072979b3.jpg,1,0,0,0
IMG_20251125_102405_jpg.rf.9500ef8316f59a7a0583400102fdddd4.jpg,1,0,0,0
foto_0022_jpg.rf.62d5714adc797f920c711d85e12c99de.jpg,0,0,1,0
20251122_194330_jpg.rf.cca5fe301b599592a88e1fd88ce33053.jpg,0,1,0,0
IMG_20251123_121700_jpg.rf.44c7ea42f76c46f56d014df0b48cb18d.jpg,0,1,0,0
foto_0080_jpg.rf.78489e8b19f12f01256e4184342bc9e0.jpg,1,0,0,0
foto_0166_jpg.rf.20c98458ad532d9263be0d5d38707a63.jpg,0,0,1,0
20251122_195607_jpg.rf.e928339fe31fadd9d44a4b66fbeeedf6.jpg,0,1,1,1
foto_0087_jpg.rf.6d6ecda085547c7e36da6452452bd64f.jpg,0,1,0,0
IMG_20251124_153722_jpg.rf.7fb91eab515914553cd6be7efb9b52e6.jpg,1,0,0,0
IMG_20251123_175501_jpg.rf.63ae25a17d7117133e6e8d27013a3899.jpg,0,1,0,0
IMG_20251122_210556_jpg.rf.c678e06aef052a0a49ea4efaed915a13.jpg,0,1,0,0
foto_0038_jpg.rf.e970b13538904a16e1590f02fed4bd44.jpg,1,0,0,0
IMG-20251123-WA0053_jpg.rf.f5e6e12e98cc8ecba78571e2f6572ccc.jpg,0,0,1,0
IMG-20251123-WA0096_jpg.rf.2201c4bdbef380a7a096a1842d04ca7b.jpg,0,0,1,0
foto_0133_jpg.rf.7538ccbb684480776a99a74da0aa6083.jpg,0,0,1,0
foto_0087_jpg.rf.20e66547674ffdfc43467cf97697614b.jpg,0,1,0,0
IMG_20251125_002347_jpg.rf.5b68c319418315243c3adf0b001248c3.jpg,1,0,0,0
foto_0050_jpg.rf.e2524c6366b25adb7c796b77a9208b0f.jpg,0,1,0,0
foto_0015_jpg.rf.7b273d51be0022ddd3033eabdb3522c0.jpg,1,0,0,0
IMG_20251125_102640_jpg.rf.c6d30dd7cb441b753e82d83486503c66.jpg,1,0,0,0
20251122_200418_jpg.rf.098985a687efd3d0337e1a2127be0200.jpg,0,1,0,0
foto_0124_jpg.rf.db3d2e1dbe047055318f1fad715ea4c1.jpg,0,0,1,0
IMG-20251123-WA0017_jpg.rf.718745916e91984e63c6509f2c3d19d4.jpg,0,1,0,0
IMG20251123160504_jpg.rf.e331ae968297637cf94fe11c4b6eba1a.jpg,0,1,0,0
IMG_20251123_213139_jpg.rf.d54b120a5821e91091ce9de7d66fcb68.jpg,1,0,0,0
foto_0048_jpg.rf.4624d223ddfee31cf1122b1611bb6eb4.jpg,0,0,1,0
IMG-20251123-WA0058_jpg.rf.1e83b29ccb094e058b450fc27b27104b.jpg,0,0,1,0
IMG-20251125-WA0080_jpg.rf.948910a77e70bbd01ceb5b1a3c9073ec.jpg,0,0,0,0
IMG-20251123-WA0089_jpg.rf.a17fa181ac83e63b08c51d59e3dac583.jpg,0,1,0,0
IMG20251123155058_jpg.rf.477357222c820023fc38c3b9ac950bdd.jpg,0,0,1,0
IMG_20251125_000921_jpg.rf.f3c0d7eb270a822c43c69a77e3be891d.jpg,1,0,0,0
foto_0091_jpg.rf.37d436dfa807b626769d2c7e84ae9a21.jpg,0,0,1,0
IMG20251124155659_jpg.rf.1da285c59046e8d827e6590af3fe7825.jpg,1,0,0,0
foto_0109_jpg.rf.4e1744cbee5853857ca28f8b1fe8e310.jpg,0,0,1,0
IMG_20251123_160259_jpg.rf.1b4b542c0a0ab58c24aeaad12ec8993f.jpg,0,0,0,1
IMG_20251123_121038_jpg.rf.fefd3990cca3377dfb7747022efe9af8.jpg,0,0,1,0
foto_0018_jpg.rf.b0ee2d7edc4c1126450c6055290c2b14.jpg,0,0,1,0
foto_0028_jpg.rf.72838504e735a51fa96e65d35826137b.jpg,0,0,1,0
IMG_20251125_002650_jpg.rf.ac8af0f3ead0ac8270ff670c642ff3b0.jpg,1,0,0,0
IMG-20251123-WA0119_jpg.rf.d0ed5ac80dcfb8e4523c5dd521e72762.jpg,0,0,0,1
IMG_20251123_121418_jpg.rf.327e4979e3e546b8a3301baccebc3508.jpg,0,1,0,0
foto_0032_jpg.rf.5f8adb4311e97b52df4cb665e6254543.jpg,1,0,0,0
foto_0011_jpg.rf.ae386deff5ac9043e4bad04c80bc8345.jpg,1,0,0,0
IMG_20251125_001523_jpg.rf.3263ff881c12c59d24b2effeff44085f.jpg,1,0,0,0
IMG_20251125_000912_jpg.rf.0d69957a85c9ebd593268f91e9b84e37.jpg,1,0,0,0
IMG_20251123_213019_jpg.rf.bbc01f242b8e2601300f8bc05903d7bd.jpg,1,0,0,0
IMG-20251125-WA0050_jpg.rf.2c3d2f7fe6fa53f7b22da427e0ff1e59.jpg,1,0,0,0
IMG-20251123-WA0089_jpg.rf.e6acb0c558b88218bb6f7adecccfc073.jpg,0,1,0,0
IMG_20251123_154649_jpg.rf.6b471bf09885fd59ca3850fdef0a9821.jpg,0,0,0,1
foto_0071_jpg.rf.78c7505e5d46d1beb920520e02b0cc03.jpg,0,1,0,0
IMG-20251123-WA0151_jpg.rf.69828b42534df84d90cc43369a23022b.jpg,0,0,0,1
IMG_20251123_211749_jpg.rf.7a9d08a9fbccea9a824cbb2e0502197b.jpg,0,0,1,1
foto_0114_jpg.rf.679f680afb3844f9ddb75c504e132e6a.jpg,0,0,1,0
IMG-20251123-WA0116_jpg.rf.a406283efa81628b8113d8f6ba698605.jpg,0,0,0,1
IMG_20251121_132345_jpg.rf.48e7244a83d6b50fe24b37f96a9033e5.jpg,0,0,1,0
foto_0170_jpg.rf.4c6a45a219976208f1f5fa68a4e1ce8a.jpg,0,0,1,0
foto_0055_jpg.rf.6c94b7b2f9d7a8bf19123c3696fce410.jpg,1,0,0,0
foto_0005_jpg.rf.4dd2399e89a8ad18d742952cb8b6e4be.jpg,0,0,0,1
foto_0044_jpg.rf.544f5259063783246ce057092900ff1f.jpg,1,0,0,0
foto_0036_jpg.rf.8989d0bdb8128accc32c2da571be9f15.jpg,0,0,1,0
IMG_20251123_213352_jpg.rf.34d4194d997e6b30876ffdd8363bc07c.jpg,1,0,1,0
IMG-20251123-WA0131_jpg.rf.2e718aa5683c117621d573f50cd05e94.jpg,0,0,0,1
IMG_20251121_122709_jpg.rf.5c5c22bf0842b61dbc1823c7c2624a0a.jpg,0,0,1,0
IMG-20251123-WA0064_jpg.rf.6289956e20266775d5e473a696304591.jpg,0,0,1,0
IMG_20251123_155844_jpg.rf.717b83255103e1c2dad87c8a605a11bf.jpg,0,0,0,1
IMG_20251123_160039_jpg.rf.2272ce3496e28d75c68eecf64a9c0033.jpg,0,0,1,0
20251122_212942_jpg.rf.f47a2d9bba53e0022a08c8936877a634.jpg,0,0,0,1
IMG-20251123-WA0033_jpg.rf.7f52afa3d3f849fb1a17b43854aa982f.jpg,0,1,0,0
IMG-20251123-WA0126_jpg.rf.4b13d929c725e1c6fdae80fbb3792b5a.jpg,0,0,0,1
foto_0004_jpg.rf.3840c697427d5e4603c9a5bb9d8d70e4.jpg,0,0,1,0
IMG20251124155724_jpg.rf.df76e29aee24f92ef62f54febad0b48a.jpg,1,0,0,0
foto_0097_jpg.rf.cdd33317c9782b494da7921d97f35b19.jpg,0,0,1,0
20251122_200447_jpg.rf.5c8b5c1c5027ca7ca8720d6445bc1f24.jpg,0,0,0,1
foto_0039_jpg.rf.d17a8c5c678398b448b1d2be8e2eeea5.jpg,0,0,1,0
IMG-20251123-WA0012_jpg.rf.dab558d75e9823af653c0bd0dadd27f3.jpg,0,1,0,1
20251122_212831_jpg.rf.e495bd2dd1f5cb2189473a8c4ab5b0a1.jpg,0,0,1,0
IMG_20251123_122000_jpg.rf.1f34cb0f835ba6fbf06914ec79393e38.jpg,0,1,0,0
IMG_20251121_115623_jpg.rf.b5300cd7f959a9dbb304a0cccd3fec84.jpg,0,0,0,1
IMG_20251123_121338_jpg.rf.68a4ef77c27a9261f8bb1eaf00613d00.jpg,0,0,0,1
IMG_20251125_002545_jpg.rf.83eca7272c449555dd64cabc3010f07c.jpg,1,0,0,0
IMG-20251123-WA0145_jpg.rf.fa5f31cb5cba4eb0e92e5a45ffb27360.jpg,0,0,0,1
IMG_20251121_124234_jpg.rf.98319b2330622e5fa7d8a12a4cc628b8.jpg,0,1,0,0
IMG_20251125_002449_jpg.rf.da5b790905037a23df5f40ec62f93b69.jpg,1,0,0,0
IMG_20251123_172937_jpg.rf.81bb496eabc4c666ea4a11ed31e116cb.jpg,0,0,1,0
IMG20251124155209_jpg.rf.67b75a874e38925d25089df49cfcb9ac.jpg,1,0,0,0
IMG_20251123_154741_jpg.rf.3019faca330b3e97ae327024b5d242b4.jpg,0,0,0,1
IMG_20251123_154514_jpg.rf.1fe0ac592dc95da8b798213158e96987.jpg,0,0,0,1
foto_0055_jpg.rf.63ae6a9064740e10faeedf09d66c1c41.jpg,0,1,0,0
IMG_20251125_002545_jpg.rf.04771dd7a70ea362fe000c5a263af09b.jpg,1,0,0,0
IMG20251123155946_jpg.rf.6c8bbb1e62e3fb32904e1d2bbd4ab403.jpg,0,1,0,0
IMG_20251124_153503_jpg.rf.23e2870e9bef22d5bc763435f7418c5e.jpg,1,0,0,0
IMG_20251124_153719_jpg.rf.611f29b17ff2b6a7e36da2fd5fc9fb72.jpg,1,0,0,0
foto_0002_jpg.rf.d0caee710ca13793dedc01d8e2ec0723.jpg,0,1,0,0
IMG_20251125_102421_jpg.rf.540fca0dcf5b221da397d604b1595ace.jpg,1,0,0,0
foto_0037_jpg.rf.62df64c04845587d832f034c782db613.jpg,1,0,0,0
IMG_20251124_153644_jpg.rf.7107ba295573377b3259231201251854.jpg,1,0,0,0
IMG_20251125_001410_jpg.rf.75f2883a1ce3f269f8677ccfdf3e5b63.jpg,1,0,0,0
IMG_20251125_102421_jpg.rf.1d418ae5c30e2d5b1b3cc9d3f947eecb.jpg,1,0,0,0
20251122_212843_jpg.rf.e86003b169404beccb52446ea765ed05.jpg,0,0,1,0
IMG_20251123_160331_jpg.rf.3223a89121100fb070fcc869f33cac27.jpg,0,0,1,0
IMG_20251123_160043_jpg.rf.0b1816342d9033d1041da1e3cd280f15.jpg,0,0,1,0
IMG_20251123_121745_jpg.rf.a5e44162e0d8e50827b55a17a9075e17.jpg,0,0,0,1
IMG-20251123-WA0082_jpg.rf.51f4fb90458f469e935acd1a27703975.jpg,0,1,0,0
IMG-20251123-WA0046_jpg.rf.4e417e5f9250942a51319417fa00e069.jpg,0,1,0,0
IMG20251123160209_jpg.rf.6e402356d81931ca35039adb046f0811.jpg,0,1,0,0
IMG-20251125-WA0052_jpg.rf.4aba0797022a3b63c7e845783c3b96dc.jpg,1,0,0,0
IMG_20251123_172931_jpg.rf.aa4e702eb9734bc9dc49e5d2d6b6e765.jpg,0,0,0,1
20251122_200447_jpg.rf.a60d6e06a72782f30bb4b5be055dfeaf.jpg,0,0,0,1
foto_0092_jpg.rf.fa1b594de4ba889a46e4763414e016da.jpg,0,1,0,0
IMG_20251121_115310_jpg.rf.9c041fc97310bf46a4896b221caeb704.jpg,0,0,0,1
IMG_20251123_213352_jpg.rf.0f714eec68914ee2a13e774744cef913.jpg,1,0,1,0
foto_0072_jpg.rf.cd2216f7fc10b74ecd6696cb72c35858.jpg,0,0,1,0
IMG_20251123_213421_jpg.rf.83ada86df832ea7a8d05c4a297ba6eb9.jpg,1,0,0,0
foto_0100_jpg.rf.96a6591d48ad3564e23d4c916c676644.jpg,0,0,1,0
IMG20251124155902_jpg.rf.c9f104d6254ebd60dbd72657214210b1.jpg,1,0,0,0
20251122_201537_jpg.rf.f5076f500d40003b1ad00799e0b84e40.jpg,0,1,0,0
IMG_20251123_211851_jpg.rf.260c1ffc3aa1f3d2f28f941236ab772d.jpg,1,0,0,0
IMG_20251123_174710_jpg.rf.78306a277c6ed43a76492945d62aecef.jpg,0,0,0,1
IMG_20251124_153503_jpg.rf.7761ac94079373f369bb726108c38988.jpg,1,0,0,0
IMG-20251123-WA0164_jpg.rf.75d400a9a837074d1ae6702caa32faa4.jpg,0,0,0,1
IMG_20251121_132345_jpg.rf.75b539551a293f72073f768df61d4d6a.jpg,0,0,1,0
IMG_20251123_160658_jpg.rf.791ebd19bb403495bcc237d3bf55720b.jpg,0,1,0,0
IMG_20251123_212440_jpg.rf.d8c59dfb6c994e8c6ae0e660e6cbc9fb.jpg,1,0,0,0
IMG_20251123_173027_jpg.rf.72d32063c4f01e6098aa1644eadfd648.jpg,0,0,0,1
IMG_20251123_212643_jpg.rf.f7694dd9464ef19fcc55c37f759dcba0.jpg,1,0,1,0
20251122_213013_jpg.rf.e8d4ad1a290d765a80d9881f4790cf00.jpg,0,0,0,1
IMG_20251123_121956_jpg.rf.cf63dffb08abc6d97c3dd2c5c0a4d73f.jpg,0,0,0,1
IMG_20251123_160251_jpg.rf.7dc6f0abc5eeee79ca23dd287196409c.jpg,0,0,0,1
IMG_20251121_121739_jpg.rf.5cd2b5ed2298b4e2c5ac3e6eb8394262.jpg,0,0,0,1
IMG_20251125_000921_jpg.rf.886b731c53eae8b3f66a901070351320.jpg,1,0,0,0
IMG_20251123_173038_jpg.rf.41be270512b2d8a309a76e25c0193053.jpg,0,1,0,0
IMG_20251123_121648_jpg.rf.b5a0208ddb33d6a9a0c6eb89886cf16b.jpg,0,0,0,1
IMG_20251125_102405_jpg.rf.4615507d95220f1756f99bddc82defe0.jpg,1,0,0,0
IMG_20251123_121705_jpg.rf.a65bb6f2a6fd522929c5feccf3132b83.jpg,0,0,0,1
IMG_20251123_121648_jpg.rf.82ff01b94e2cbddb0db57fe45499121f.jpg,0,0,0,1
IMG_20251122_210229_jpg.rf.c6e19be9d19b9e01c1e08535f28fe6a8.jpg,0,0,1,0
IMG_20251125_002449_jpg.rf.a89450863adf311f1506451adeef1b60.jpg,1,0,0,0
20251122_202420_jpg.rf.5287518c9dbef32cb30129d71e271d9c.jpg,0,1,1,1
IMG20251124153122_jpg.rf.40a5ce090c910c8c686ce79bb7840194.jpg,1,0,0,0
IMG_20251125_002704_jpg.rf.5aa73fdd9ff2f2c0e9a3911b57991184.jpg,1,0,0,0
IMG_20251123_211915_jpg.rf.4eb177b9d64c60060f63fb9c9cd23919.jpg,1,0,0,0
foto_0094_jpg.rf.c7c20b3213b24410fd6a24ee69b61eb3.jpg,0,0,0,1
IMG20251123160319_jpg.rf.4f988df15e3e99f7c2d5402d2e145da0.jpg,0,1,1,0
IMG_20251125_002639_jpg.rf.e948b56796e31c065cb7158b278cdd25.jpg,1,0,0,0
IMG20251123160515_jpg.rf.7633db082ad1c69a0a54ef95927b9993.jpg,0,1,0,1
